,oid,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,pmra,pmdec,plx_value,rvz_radvel,otype,otypes,sp_type,U,B,V,G,R,I,J,H,K,CalType
112,6849184,TYC 3319-788-1,49.54096041178,49.16690385695,0.0153,0.0152,90,-1.639,-14.958,1.1549,51.44,*,*|NIR,,,13.260000228881836,11.510000228881836,11.08899974822998,,,9.050000190734863,8.39799976348877,8.222000122070312,ImagCorr_11.5
113,6456134,TYC  732-2152-1,96.80517601304,8.1293150214,0.0219,0.021,90,6.057,-23.881,3.4777,20.14,*,*|NIR,,,12.140000343322754,11.489999771118164,11.423299789428711,,,10.32800006866455,9.996999740600586,9.911999702453613,ImagCorr_11.5
114,7002348,TYC 4275-798-1,333.9609753678,66.24336311039,0.0152,0.0158,90,-5.977,-4.091,1.1514,-26.73,*,*|NIR|RG*,,,13.020000457763672,11.520000457763672,10.990599632263184,,,8.85200023651123,8.237000465393066,8.017999649047852,ImagCorr_11.5
115,7077493,TYC 4830-3069-1,113.28503347215,-1.4438948090600001,0.0147,0.013,90,7.572,28.731,2.2048,117.45,*,*|NIR,,,12.279999732971191,11.470000267028809,11.301300048828125,,,9.906000137329102,9.42199993133545,9.331000328063965,ImagCorr_11.5
116,6700590,TYC 2465-1726-1,112.84790912194002,36.17143932749,0.0144,0.0127,90,1.262,-3.332,0.7021,11.0,*,*|NIR|RG*,,,12.520000457763672,11.539999961853027,11.310500144958496,,,9.767000198364258,9.265000343322754,9.097999572753906,ImagCorr_11.5
117,7303444,TYC 6610-1417-1,144.91514231506,-26.65235588874,0.0152,0.0135,90,-2.045,1.606,0.7071,23.38,*,*|NIR|RG*,,,12.531999588012695,11.482999801635742,11.200400352478027,,,9.637999534606934,9.121999740600586,8.97700023651123,ImagCorr_11.5
118,3415496,TYC 9051-1495-1,254.75475279162998,-66.05901010351,0.0111,0.0125,90,3.37,6.331,1.9943,-2.23,*,*|NIR,,,11.8100004196167,11.539999961853027,11.468000411987305,,,10.616000175476074,10.446999549865723,10.352999687194824,ImagCorr_11.5
119,2958802,TYC 2696-3034-1,314.30503290889,34.28584564449001,0.0115,0.0143,90,-4.134,-12.014,1.6023,7.84,*,*|NIR,,,11.869999885559082,11.479999542236328,11.466400146484375,,,10.826000213623047,10.729000091552734,10.656999588012695,ImagCorr_11.5
120,6746876,TYC 2714-873-1,317.85729408081,35.65350916419,0.0136,0.0169,90,6.965,-2.223,2.0016,-25.06,*,*|NIR,,,11.6899995803833,11.479999542236328,11.402899742126465,,,10.6850004196167,10.486000061035156,10.440999984741211,ImagCorr_11.5
121,7548816,TYC 8271-528-1,210.83462287411996,-49.04445924461,0.0411,0.0507,90,-2.118,-3.535,1.1047,9.91,*,*|NIR,,,11.770000457763672,11.470000267028809,11.34570026397705,,,10.600000381469727,10.447999954223633,10.390000343322754,ImagCorr_11.5
122,1232421,TYC 6943-662-1,323.30147214677993,-25.511198761339998,0.0337,0.0256,90,-30.999,-15.502,2.8914,6.73,*,*|NIR,,,12.130000114440918,11.510000228881836,11.454000473022461,,,10.397000312805176,10.090999603271484,9.993000030517578,ImagCorr_11.5
123,6986919,TYC 4167-666-1,201.65595295743998,64.00830462267,0.0116,0.0117,90,-17.876,0.259,2.9017,-23.83,*,*|NIR,,,11.949999809265137,11.5,11.66670036315918,,,10.782999992370605,10.555000305175781,10.465999603271484,ImagCorr_11.5
124,6408718,TYC  305-500-1,199.44946005450998,5.51774159812,0.0173,0.0128,90,-4.537,-10.476,0.648,62.57,*,*|NIR,,,12.329999923706055,11.539999961853027,11.391300201416016,,,9.890000343322754,9.381999969482422,9.270000457763672,ImagCorr_11.5
125,6760147,TYC 2791-1543-1,5.90483425465,42.70674760055999,0.0098,0.0056,90,-3.887,-0.525,0.4376,-34.2,*,*|NIR,,,12.930000305175781,11.479999542236328,10.376999855041504,,,7.870999813079834,7.020999908447266,6.785999774932861,ImagCorr_11.5
126,7105452,TYC 5161-113-1,303.3582209095,-0.22788343991,0.0137,0.0121,90,16.357,-4.312,2.2741,-2.09,*,*|NIR,,,12.039999961853027,11.539999961853027,11.047300338745117,,,9.508999824523926,8.996000289916992,8.873000144958496,ImagCorr_11.5
127,7679653,TYC 9216-2351-1,167.4314965254,-70.11614079529,0.013,0.0136,90,-17.178,-1.959,3.5731,22.77,*,*|NIR,,,12.300000190734863,11.520000457763672,11.206299781799316,,,10.001999855041504,9.680999755859375,9.579999923706055,ImagCorr_11.5
128,7485428,TYC 7900-1422-1,273.26577225869,-39.12595085752001,0.0175,0.0158,90,-14.599,4.697,3.759,2.78,*,*|NIR,,,12.65999984741211,11.479999542236328,11.774900436401367,,,10.713000297546387,10.380000114440918,10.307999610900879,ImagCorr_11.5
129,7730826,TYC 8791-639-1,310.17835954057,-52.58798472946,0.013,0.0117,90,1.36,0.194,0.8544,-11.04,*,*|NIR,,,12.517000198364258,11.506999969482422,11.244799613952637,,,9.706999778747559,9.175999641418457,9.04699993133545,ImagCorr_11.5
130,7251235,TYC 6309-1121-1,290.93596945459,-21.795705478120002,0.0142,0.0119,90,-3.607,-0.305,0.4755,-47.74,*,*|NIR,,,12.579999923706055,11.539999961853027,11.162699699401855,,,9.225000381469727,8.4350004196167,8.28600025177002,ImagCorr_11.5
131,7534395,TYC 8207-2175-1,163.23828513809,-49.35284346084,0.0108,0.0105,90,-10.132,11.651,0.9753,9.92,*,*|NIR|RG*,,,12.753999710083008,11.506999969482422,11.129899978637695,,,9.29699993133545,8.668000221252441,8.574999809265137,ImagCorr_11.5
132,7546187,TYC 8259-152-1,199.31900782030996,-51.07035792117001,0.0136,0.0127,90,-7.625,0.043,0.9324,-87.71,*,*|NIR|RG*,,,12.815999984741211,11.531999588012695,11.155099868774414,,,9.329000473022461,8.725000381469727,8.576000213623047,ImagCorr_11.5
133,6623007,TYC 1945-1166-1,129.93489911196,25.29779276388,0.0207,0.0141,90,-2.359,-20.421,2.7751,4.97,*,*|NIR,,,11.970000267028809,11.489999771118164,11.561100006103516,,,10.710000038146973,10.493000030517578,10.416999816894531,ImagCorr_11.5
134,7014230,TYC 4358-881-1,97.07726266435,68.01411619709,0.0097,0.0158,90,-0.284,-0.651,0.6765,-10.7017,*,*|NIR,,,12.9399995803833,11.470000267028809,11.39840030670166,,,9.748000144958496,9.166999816894531,9.038999557495117,ImagCorr_11.5
135,7598065,TYC 8553-1964-1,117.79792481488,-53.63221908978,0.0098,0.0099,90,-6.262,24.754,2.2828,8.5,*,*|NIR,,,12.170000076293945,11.470000267028809,11.591500282287598,,,10.524999618530273,10.281000137329102,10.211000442504883,ImagCorr_11.5
136,7734759,TYC 9349-1178-1,33.31584362659,-75.30002343731,0.0129,0.0102,90,34.252,-23.19,1.8148,51.76,*,*|NIR,,,12.359999656677246,11.460000038146973,11.076000213623047,,,9.64799976348877,9.135000228881836,9.020999908447266,ImagCorr_11.5
137,7785235,TYC 8975-992-1,187.89631970690996,-61.77393828716001,0.0107,0.0107,90,-7.455,-2.882,0.9901,12.72,*,*|NIR,,,11.890000343322754,11.489999771118164,11.064299583435059,,,9.435999870300293,8.892000198364258,8.786999702453613,ImagCorr_11.5
138,7132494,TYC 5389-2439-1,106.37757453788,-12.792389370370001,0.0159,0.0181,90,2.01,-19.286,4.3449,-14.58,*,*|NIR,,,11.9399995803833,11.460000038146973,11.456600189208984,,,10.375,10.11299991607666,10.019000053405762,ImagCorr_11.5
139,6546564,TYC 1370-1078-1,116.39078421276001,20.159597325500002,0.0182,0.0147,90,4.296,-11.265,1.3869,-1.69,*,*|NIR,,,12.640000343322754,11.539999961853027,11.430500030517578,,,9.906000137329102,9.456999778747559,9.345999717712402,ImagCorr_11.5
140,7729718,TYC 9325-1360-1,312.1730994215,-71.24174165037,0.0097,0.013,90,17.804,-20.122,2.0855,-8.8,*,*|NIR,,,12.069999694824219,11.539999961853027,11.4443998336792,,,10.513999938964844,10.244999885559082,10.17199993133545,ImagCorr_11.5
141,6793741,TYC 3023-1007-1,193.47647055201998,43.53948586443,0.0106,0.0129,90,-14.493,-3.892,2.5475,10.8,*,*|NIR,G0,,12.119999885559082,11.539999961853027,11.623600006103516,,,10.654999732971191,10.37399959564209,10.340999603271484,ImagCorr_11.5
142,7380203,TYC 7155-139-1,135.14849638814,-32.16623318165,0.007,0.0098,90,-2.299,5.806,1.0205,8.8,*,*|NIR,,,12.510000228881836,11.460000038146973,10.973699569702148,,,9.319000244140625,8.814000129699707,8.704999923706055,ImagCorr_11.5
143,7311814,TYC 6723-1162-1,206.33346805323,-26.66764595011,0.0151,0.0129,90,-7.87,-7.631,0.308,-0.75,*,*|NIR,,,12.5600004196167,11.460000038146973,11.43649959564209,,,9.456000328063965,8.729999542236328,8.623000144958496,ImagCorr_11.5
144,7251059,TYC 6308-1328-1,288.35562792775,-21.94936403129,0.0126,0.0121,90,2.198,-11.5,0.6319,52.08,*,*|NIR,,,12.359999656677246,11.460000038146973,10.837800025939941,,,8.902999877929688,8.25100040435791,8.095999717712402,ImagCorr_11.5
145,7149510,TYC 5455-540-1,133.64262103483,-13.683264752800001,0.0165,0.0166,90,-33.063,24.344,2.3781,48.39,*,*|NIR,,,11.8100004196167,11.539999961853027,11.44480037689209,,,10.651000022888184,10.498000144958496,10.427000045776367,ImagCorr_11.5
146,6719819,TYC 2634-660-1,273.94311579163,35.89641326835001,0.0096,0.0107,90,-27.543,-21.214,1.1061,-259.67,*,*|NIR,,,12.470000267028809,11.539999961853027,11.262399673461914,,,9.803999900817871,9.289999961853027,9.213000297546387,ImagCorr_11.5
147,7228580,TYC 6119-798-1,197.35562481742,-20.4262218492,0.0192,0.0134,90,-37.146,0.441,2.6269,7.99,*,*|NIR,,,12.204999923706055,11.494999885559082,11.34000015258789,,,10.180999755859375,9.864999771118164,9.77299976348877,ImagCorr_11.5
148,7239687,TYC 6262-448-1,268.53510713293997,-20.634175482030003,0.0157,0.0123,90,2.669,4.975,1.0427,-10.11,*,*|NIR,,,12.729999542236328,11.479999542236328,11.097599983215332,,,9.039999961853027,8.338000297546387,8.204000473022461,ImagCorr_11.5
149,7385460,TYC 7308-363-1,219.38056771616996,-35.69410583599,0.0135,0.0139,90,-1.592,-2.998,2.2093,-4.7,*,*|NIR,,,12.869999885559082,11.510000228881836,11.7923002243042,,,10.980999946594238,10.697999954223633,10.72700023651123,ImagCorr_11.5
150,17074940,UCAC4 163-011827,114.75353355280711,-57.537628475241945,0.0094,0.0102,90,-9.78,22.3,2.1819,10.239,*,*|MIR|NIR,,,14.194000244140625,13.465999603271484,13.291199684143066,13.345999717712402,,12.07699966430664,11.734999656677246,11.682000160217285,ImagCorr_13.5
151,17026587,UCAC4 150-000788,12.017004479539583,-60.17505509654861,0.0094,0.0095,90,3.74,-6.885,0.951,-37.810001,*,*|MIR|NIR,,,14.432000160217285,13.515000343322754,13.310600280761719,13.413999557495117,,11.895000457763672,11.413999557495117,11.322999954223633,ImagCorr_13.5
152,21303586,UCAC4 349-076948,240.1639796072763,-20.28513760143944,0.0165,0.0103,90,-2.955,-3.222,0.2173,57.616501,*,*|NIR,,,15.029999732971191,13.496999740600586,12.89229965209961,13.243000030517578,,10.5649995803833,9.737000465393066,9.548999786376953,ImagCorr_13.5
153,17028867,UCAC4 128-001109,17.917487414935,-64.43527402457501,0.0122,0.0115,90,5.268,0.098,2.0159,11.139,*,*|MIR|NIR,,,14.25100040435791,13.49899959564209,13.317099571228027,13.432000160217285,,12.152999877929688,11.789999961853027,11.697999954223633,ImagCorr_13.5
154,17126457,UCAC4 289-061473,167.76952504925376,-32.379995645917774,0.0096,0.0097,90,0.975,2.19,1.131,12.017,*,*|MIR|NIR,,,14.229000091552734,13.493000030517578,13.29800033569336,13.39900016784668,,12.090999603271484,11.753000259399414,11.704000473022461,ImagCorr_13.5
155,17067070,UCAC4 298-012602,99.6221286834125,-30.444047936714448,0.0078,0.0091,90,-5.572,2.305,0.9162,28.473,*,*|MIR|NIR,,,14.008999824523926,13.524999618530273,13.390000343322754,13.51099967956543,,12.48799991607666,12.303000450134277,12.277000427246094,ImagCorr_13.5
156,17194160,UCAC4 281-077375,223.39817129587502,-33.98083727378777,0.0151,0.0118,90,-11.555,-6.424,0.3357,-51.597,*,*|MIR|NIR,,,14.631999969482422,13.515000343322754,13.1697998046875,13.229000091552734,,11.447999954223633,10.829000473022461,10.680000305175781,ImagCorr_13.5
157,17268144,UCAC4 425-120380,302.042309431062,-5.170535241756111,0.0128,0.0082,90,-1.893,-1.71,0.9106,8.748,*,*|MIR|NIR,,,14.248000144958496,13.468999862670898,13.359299659729004,13.399999618530273,,12.189000129699707,11.91100025177002,11.833000183105469,ImagCorr_13.5
158,10781231,UCAC2    856067,9.296045626480002,-74.13006404645,0.01,0.0087,90,14.458,-1.343,0.4191,37.341999,*,*|NIR,K1.5III,,14.489999771118164,13.479999542236328,13.175200462341309,13.279999732971191,,11.611000061035156,11.027999877929688,10.928000450134277,ImagCorr_13.5
159,17304124,UCAC4 086-064566,333.09317915631624,-72.89999820634084,0.0081,0.0088,90,7.049,-9.798,0.3308,14.208,*,*|MIR|NIR,,,14.520999908447266,13.54699993133545,13.338899612426758,13.51099967956543,,11.784000396728516,11.248000144958496,11.218000411987305,ImagCorr_13.5
160,17128057,UCAC4 258-055958,170.0644216508475,-38.477470960564446,0.0086,0.0095,90,17.319,-4.243,3.1722,22.364,*,*|MIR|NIR,,,14.51200008392334,13.519000053405762,13.25,13.37399959564209,,11.831000328063965,11.395000457763672,11.28499984741211,ImagCorr_13.5
161,17166009,UCAC4 308-072856,199.04128636369748,-28.453684312798888,0.0123,0.0109,90,-18.247,-1.177,1.7187,5.724,*,*|MIR|NIR,,,14.190999984741211,13.486000061035156,13.340700149536133,13.442999839782715,,12.222000122070312,11.880999565124512,11.842000007629395,ImagCorr_13.5
162,21278072,UCAC4 671-059728,238.21015614437084,44.10361259355528,0.1356,0.1434,90,5.959,2.936,1.9357,-2.3311,*,*|NIR,,,14.402999877929688,13.503000259399414,13.464799880981445,13.380000114440918,,11.925999641418457,11.444000244140625,11.368000030517578,ImagCorr_13.5
163,17110389,UCAC4 380-058839,153.45871574398,-14.044039724575278,0.0205,0.0188,90,-14.304,-2.057,6.3301,-3.834,*,*|MIR|NIR,,,14.692000389099121,13.45199966430664,12.991600036621094,13.055999755859375,,11.199999809265137,10.614999771118164,10.49899959564209,ImagCorr_13.5
164,17131734,UCAC4 238-054327,172.4548668419179,-42.5120513789164,0.0093,0.0083,90,-2.16,-5.325,1.0306,-18.254999,*,*|MIR|NIR,,,14.217000007629395,13.503000259399414,13.378999710083008,13.418000221252441,,12.28600025177002,11.96399974822998,11.89900016784668,ImagCorr_13.5
165,21385110,UCAC4 761-045931,249.74349711614127,62.04409647847277,0.0168,0.0164,90,18.724,0.435,4.9166,-36.6604,*,*|NIR,,,14.753000259399414,13.517000198364258,13.071700096130371,13.125,,11.22700023651123,10.581999778747559,10.430999755859375,ImagCorr_13.5
166,17115391,UCAC4 089-022682,156.69665444903583,-72.36512281949832,0.0109,0.0101,90,0.551,-7.457,5.0544,27.618,*,*|MIR|NIR,,,14.588000297546387,13.508999824523926,13.145400047302246,13.227999687194824,,11.47700023651123,10.998000144958496,10.82800006866455,ImagCorr_13.5
167,17157561,UCAC4 076-021591,192.4269832474508,-74.97004507706555,0.0093,0.0097,90,-7.97,-2.795,0.681,-37.106998,*,*|MIR|NIR,,,14.642000198364258,13.512999534606934,13.221699714660645,13.347999572753906,,11.531000137329102,11.015999794006348,10.866000175476074,ImagCorr_13.5
168,17039930,UCAC4 436-005879,63.158011737203324,-2.8435755609263893,0.0113,0.0102,90,-1.022,0.8,0.8048,-29.809999,*,*|MIR|NIR,,,14.383000373840332,13.458000183105469,13.235099792480469,13.303999900817871,,11.85099983215332,11.387999534606934,11.293000221252441,ImagCorr_13.5
169,17303072,UCAC4 457-119219,332.26853915199706,1.2888158499144444,0.0138,0.0155,90,1.321,0.218,0.9795,-23.343,*,*|MIR|NIR,,,14.020999908447266,13.520999908447266,13.321499824523926,13.527000427246094,,12.428000450134277,12.17300033569336,12.166999816894531,ImagCorr_13.5
170,17078435,UCAC4 341-049128,126.81766405094292,-21.892233382202505,0.0093,0.009,90,-8.957,6.097,0.6,82.669998,*,*|MIR|NIR,,,14.569999694824219,13.543000221252441,13.276399612426758,13.321999549865723,,11.722000122070312,11.206000328063965,11.125,ImagCorr_13.5
171,17163116,UCAC4 288-070807,197.07222431868166,-32.52341448693278,0.0121,0.0096,90,-6.144,-6.076,0.4377,-45.825001,*,*|MIR|NIR,,,14.557000160217285,13.527999877929688,13.187600135803223,13.406000137329102,,11.565999984741211,10.930000305175781,10.857000350952148,ImagCorr_13.5
172,17174598,UCAC4 265-071533,206.38774222280418,-37.19976231399028,0.015,0.0128,90,-1.493,1.145,0.7139,-24.540001,*,*|MIR|NIR,,,14.513999938964844,13.463000297546387,13.208100318908691,13.265000343322754,,11.62600040435791,11.126999855041504,11.001999855041504,ImagCorr_13.5
173,17296040,UCAC4 167-205187,327.9563317956008,-56.78455239049972,0.0097,0.009,90,-16.312,11.542,2.9555,22.312,*,*|MIR|NIR,,,14.371000289916992,13.539999961853027,13.516799926757812,13.65999984741211,,12.175000190734863,11.734000205993652,11.631999969482422,ImagCorr_13.5
174,21226705,UCAC4 467-030063,110.53394495417501,3.2641779788544443,0.0133,0.0122,90,-1.509,-0.28,0.2864,58.880699,*,*|NIR,,,14.625,13.520999908447266,13.252300262451172,13.336999893188477,,11.704000473022461,11.229000091552734,11.069000244140625,ImagCorr_13.5
175,21296236,UCAC4 359-012176,94.02412384470584,-18.377242837334165,0.0086,0.0105,90,2.019,0.757,0.2449,64.073601,*,*|NIR,,,14.519000053405762,13.517999649047852,13.204000473022461,13.27400016784668,,11.64799976348877,11.116000175476074,11.02400016784668,ImagCorr_13.5
176,17254054,UCAC4 216-183143,283.2696411789433,-46.94987170333583,0.0134,0.0128,90,-1.795,5.059,0.7432,26.334999,*,*|MIR|NIR,,,14.357999801635742,13.501999855041504,13.281599998474121,13.293999671936035,,11.869000434875488,11.428999900817871,11.338000297546387,ImagCorr_13.5
177,17143585,UCAC4 293-069105,182.73702818356668,-31.426647769250835,0.1607,0.1353,90,-16.103,0.813,3.6262,4.376,*,*|MIR|NIR,,,14.48799991607666,13.529999732971191,13.369400024414062,13.321999549865723,,11.923999786376953,11.437999725341797,11.333000183105469,ImagCorr_13.5
178,17242127,UCAC4 212-168248,274.7593804644033,-47.62170631952028,0.0141,0.012,90,1.014,-3.665,0.2328,-42.696999,*,*|MIR|NIR,,,14.979999542236328,13.496999740600586,13.0516996383667,13.1850004196167,,11.053999900817871,10.37399959564209,10.170000076293945,ImagCorr_13.5
179,26124903,UCAC4 467-013766,90.3071329364025,3.3713075970044444,0.0137,0.0124,90,32.841,-79.915,10.7623,-14.25,*,*|MIR|NIR|Opt,M0,,14.95199966430664,13.50100040435791,12.60319995880127,12.984000205993652,,10.17300033569336,9.517000198364258,9.331999778747559,ImagCorr_13.5
180,8257921,[TGB2011] J185634.7834-102649.055,284.14491534726,-10.44694229547,0.0162,0.0142,90,4.04,-8.264,0.3727,-21.05,*,*|NIR,,,,13.5,12.863699913024902,,,10.640000343322754,9.907999992370605,9.748000144958496,ImagCorr_13.5
181,17049337,UCAC4 377-006088,71.7309420754925,-14.799043188060555,0.0117,0.0111,90,-1.04,-4.372,1.7229,-10.161,*,*|MIR|NIR,,,14.187999725341797,13.54800033569336,13.406200408935547,13.58899974822998,,12.35099983215332,12.034000396728516,11.996000289916992,ImagCorr_13.5
182,8939744,UCAC2  17016957,135.54430920104,-34.67263397442,0.0087,0.011,90,-3.316,4.183,0.2561,78.78,*,*|MIR|NIR,,,15.795999526977539,13.49899959564209,12.346799850463867,12.739999771118164,11.020000457763672,9.291000366210938,8.35099983215332,8.086000442504883,ImagCorr_13.5
183,17029521,UCAC4 057-000823,19.381158036122084,-78.72132718158194,0.0116,0.0093,90,15.453,11.205,1.5653,5.738,*,*|MIR|NIR,,,14.116999626159668,13.506999969482422,13.367600440979004,13.430000305175781,,12.354999542236328,12.039999961853027,12.008000373840332,ImagCorr_13.5
184,16631666,UCAC4 520-046779,124.88539657094,13.864958078650002,0.0135,0.0082,90,-4.582,-4.447,0.61,35.910999,*,*|MIR|NIR,,,14.5649995803833,13.458999633789062,13.18809986114502,13.215999603271484,,11.61400032043457,11.133000373840332,10.994999885559082,ImagCorr_13.5
185,40325,Cl* NGC 7243    JFA    2435,334.56327252694,50.5261777126,0.0097,0.0097,90,-2.806,-4.365,0.2253,-45.0,*,*|NIR,,,14.84000015258789,13.510000228881836,13.14109992980957,,,11.244000434875488,10.595999717712402,10.444999694824219,ImagCorr_13.5
186,17219377,UCAC4 417-066253,253.04225504439913,-6.683896399750557,0.0125,0.0073,90,2.958,-1.605,0.3963,-42.797001,*,*|MIR|NIR,,,14.819000244140625,13.508000373840332,13.041500091552734,13.217000007629395,,10.956000328063965,10.380999565124512,10.154000282287598,ImagCorr_13.5
187,17311783,UCAC4 096-087480,345.9084659974149,-70.94943434649944,0.0482,0.0519,90,-6.12,-46.215,2.2116,41.780998,*,*|MIR|NIR,,,14.180999755859375,13.491999626159668,13.335000038146973,13.4350004196167,,12.126999855041504,11.781000137329102,11.729999542236328,ImagCorr_13.5
188,17060007,UCAC4 303-008569,87.17855603900333,-29.443131805780553,0.3442,0.4037,90,12.914,10.827,1.3702,67.857,*,*|MIR|NIR,,,14.196000099182129,13.489999771118164,13.371100425720215,13.461000442504883,,12.223999977111816,11.954999923706055,11.836000442504883,ImagCorr_13.5
189,17177013,UCAC4 201-082707,207.11565962583168,-49.82417588305473,0.0093,0.0113,90,-0.764,-0.743,0.3524,-1.476,*,*|MIR|NIR,,,14.897000312805176,13.524999618530273,13.071700096130371,13.156000137329102,,11.07800006866455,10.38700008392334,10.225000381469727,ImagCorr_13.5
190,17190409,UCAC4 248-068496,217.9875135207829,-40.40781031078666,0.018,0.0168,90,-11.112,-14.914,2.1258,-70.324997,*,*|MIR|NIR,,,14.131999969482422,13.482000350952148,13.282999992370605,13.402999877929688,,12.175999641418457,11.911999702453613,11.829000473022461,ImagCorr_13.5
191,1047545,Cl* NGC 2548    BJG    1249,123.25756748415331,-5.675359396999166,0.012,0.0105,90,-1.119,1.012,1.3007,6.96,*,*|NIR,,,14.024999618530273,13.505000114440918,13.406399726867676,,,12.491999626159668,12.28600025177002,12.1850004196167,ImagCorr_13.5
192,17062987,UCAC4 252-008473,93.55889528061333,-39.70243531968,0.0091,0.0097,90,-12.422,47.38,3.054,19.285999,*,*|MIR|NIR,,,14.322999954223633,13.524999618530273,13.344499588012695,13.47599983215332,,12.093000411987305,11.647000312805176,11.607999801635742,ImagCorr_13.5
193,17211098,UCAC4 089-055823,242.80409778379664,-72.24922265040527,0.0087,0.0095,90,2.196,-2.446,0.4056,-16.478001,*,*|MIR|NIR,,,14.612000465393066,13.548999786376953,13.19279956817627,13.246999740600586,,11.555000305175781,11.00100040435791,10.857999801635742,ImagCorr_13.5
194,17086760,UCAC4 438-049377,134.20374704692168,-2.407727569113055,0.0136,0.0087,90,18.007,-28.146,1.977,-28.174,*,*|MIR|NIR,,,14.206999778747559,13.539999961853027,13.374199867248535,13.430999755859375,,12.357999801635742,12.003000259399414,11.996999740600586,ImagCorr_13.5
195,21366734,UCAC4 774-013398,32.48164077358583,64.6045294743086,0.0075,0.0086,90,3.108,-1.229,0.5842,-25.9597,*,*|NIR,,,,13.532999992370605,12.85770034790039,13.050999641418457,,10.496000289916992,9.810999870300293,9.598999977111816,ImagCorr_13.5
196,17060473,UCAC4 405-010496,88.12714736355876,-9.190585464411388,0.0128,0.0124,90,1.733,7.012,1.2613,-1.574,*,*|MIR|NIR,,,14.854999542236328,13.519000053405762,12.935500144958496,13.159000396728516,,10.800000190734863,10.1899995803833,9.994000434875488,ImagCorr_13.5
197,21346749,UCAC4 118-014585,114.44649915153045,-66.49112795921583,0.0096,0.0103,90,-1.415,0.87,0.255,91.875397,*,*|NIR,,,14.795999526977539,13.503000259399414,13.021900177001953,13.126999855041504,,11.086000442504883,10.329000473022461,10.187999725341797,ImagCorr_13.5
198,18640599,UCAC4 518-048501,131.43515482520127,13.568308447119998,0.0124,0.0071,90,-2.742,4.293,1.088,37.35,*,*|MIR|NIR|Opt,,,13.972999572753906,13.456999778747559,13.336899757385254,13.519000053405762,,12.446000099182129,12.199999809265137,12.140000343322754,ImagCorr_13.5
199,17048830,UCAC4 333-006008,71.30705581336582,-23.435363518028055,0.0059,0.0087,90,2.906,6.903,0.8755,57.549,*,*|MIR|NIR,,,14.20199966430664,13.508999824523926,13.36400032043457,13.480999946594238,,12.317000389099121,11.984999656677246,11.963000297546387,ImagCorr_13.5
